Source,Year,Mean
GISTEMP,2015-08,0.79
gcag,2015-08,0.7992
GISTEMP,2015-09,0.85
gcag,2015-09,0.8261
GISTEMP,2015-10,1.09
gcag,2015-10,1.0153
GISTEMP,2015-11,1.06
gcag,2015-11,0.996
GISTEMP,2015-12,1.17
gcag,2015-12,1.0417
GISTEMP,2016-01,1.18
gcag,2016-01,1.0878
GISTEMP,2016-02,1.36
gcag,2016-02,1.2236
GISTEMP,2016-03,1.35
gcag,2016-03,1.1821
GISTEMP,2016-04,1.09
gcag,2016-04,1.0296
GISTEMP,2016-05,0.95
gcag,2016-05,0.8805
GISTEMP,2016-06,0.8
gcag,2016-06,0.7771
GISTEMP,2016-07,0.84
gcag,2016-07,0.7777
GISTEMP,2016-08,1.02
gcag,2016-08,0.9486
GISTEMP,2016-09,0.9
gcag,2016-09,0.8455
GISTEMP,2016-10,0.88
gcag,2016-10,0.819
GISTEMP,2016-11,0.92
gcag,2016-11,0.8445
GISTEMP,2016-12,0.87
gcag,2016-12,0.7791
GISTEMP,2017-01,1.03
gcag,2017-01,0.952
GISTEMP,2017-02,1.14
gcag,2017-02,1.0671
GISTEMP,2017-03,1.16
gcag,2017-03,1.0646
GISTEMP,2017-04,0.94
gcag,2017-04,0.846
GISTEMP,2017-05,0.91
gcag,2017-05,0.7798
GISTEMP,2017-06,0.71
gcag,2017-06,0.6575
GISTEMP,2017-07,0.81
gcag,2017-07,0.8046
GISTEMP,2017-08,0.87
gcag,2017-08,0.811
GISTEMP,2017-09,0.76
gcag,2017-09,0.7293
GISTEMP,2017-10,0.9
gcag,2017-10,0.8095
GISTEMP,2017-11,0.88
gcag,2017-11,0.8059
GISTEMP,2017-12,0.93
gcag,2017-12,0.8148
GISTEMP,2018-01,0.83
gcag,2018-01,0.7106
GISTEMP,2018-02,0.85
gcag,2018-02,0.7958
GISTEMP,2018-03,0.88
gcag,2018-03,0.7901
GISTEMP,2018-04,0.88
gcag,2018-04,0.8223
GISTEMP,2018-05,0.82
gcag,2018-05,0.7132
GISTEMP,2018-06,0.77
gcag,2018-06,0.7375
GISTEMP,2018-07,0.83
gcag,2018-07,0.7334
GISTEMP,2018-08,0.76
gcag,2018-08,0.7347
GISTEMP,2018-09,0.8
gcag,2018-09,0.6759
GISTEMP,2018-10,1.01
gcag,2018-10,0.8693
GISTEMP,2018-11,0.82
gcag,2018-11,0.7448
GISTEMP,2018-12,0.92
gcag,2018-12,0.8243
GISTEMP,2019-01,0.93
gcag,2019-01,0.7996
GISTEMP,2019-02,0.95
gcag,2019-02,0.8442
GISTEMP,2019-03,1.17
gcag,2019-03,1.0757
GISTEMP,2019-04,1.01
gcag,2019-04,0.9388
GISTEMP,2019-05,0.85
gcag,2019-05,0.7776
GISTEMP,2019-06,0.9
gcag,2019-06,0.8091
GISTEMP,2019-07,0.94
gcag,2019-07,0.8572
GISTEMP,2019-08,0.95
gcag,2019-08,0.8583
GISTEMP,2019-09,0.92
gcag,2019-09,0.8027
GISTEMP,2019-10,1.0
gcag,2019-10,0.9556
GISTEMP,2019-11,0.99
gcag,2019-11,0.9372
GISTEMP,2019-12,1.1
gcag,2019-12,1.0368
GISTEMP,2020-01,1.17
gcag,2020-01,1.0695
GISTEMP,2020-02,1.24
gcag,2020-02,1.1134
GISTEMP,2020-03,1.17
gcag,2020-03,1.0944
GISTEMP,2020-04,1.12
gcag,2020-04,1.0627
GISTEMP,2020-05,1.01
gcag,2020-05,0.9079
GISTEMP,2020-06,0.91
gcag,2020-06,0.8251
GISTEMP,2020-07,0.89
gcag,2020-07,0.8161
GISTEMP,2020-08,0.86
gcag,2020-08,0.801
GISTEMP,2020-09,0.98
gcag,2020-09,0.8671
GISTEMP,2020-10,0.87
gcag,2020-10,0.8107
GISTEMP,2020-11,1.1
gcag,2020-11,1.0142
GISTEMP,2020-12,0.79
gcag,2020-12,0.693
GISTEMP,2021-01,0.81
gcag,2021-01,0.7009
GISTEMP,2021-02,0.64
gcag,2021-02,0.5646
GISTEMP,2021-03,0.89
gcag,2021-03,0.7263
GISTEMP,2021-04,0.76
gcag,2021-04,0.7602
GISTEMP,2021-05,0.79
gcag,2021-05,0.7064
GISTEMP,2021-06,0.84
gcag,2021-06,0.7133
GISTEMP,2021-07,0.92
gcag,2021-07,0.7917
GISTEMP,2021-08,0.82
gcag,2021-08,0.7995
GISTEMP,2021-09,0.92
gcag,2021-09,0.8675
GISTEMP,2021-10,0.99
gcag,2021-10,0.9074
GISTEMP,2021-11,0.93
gcag,2021-11,0.8536
GISTEMP,2021-12,0.87
gcag,2021-12,0.7514
GISTEMP,2022-01,0.91
gcag,2022-01,0.779
GISTEMP,2022-02,0.89
gcag,2022-02,0.7636
GISTEMP,2022-03,1.05
gcag,2022-03,0.8896
GISTEMP,2022-04,0.84
gcag,2022-04,0.7703
GISTEMP,2022-05,0.84
gcag,2022-05,0.7614
GISTEMP,2022-06,0.92
gcag,2022-06,0.8582
GISTEMP,2022-07,0.94
gcag,2022-07,0.7784
GISTEMP,2022-08,0.95
gcag,2022-08,0.8533
GISTEMP,2022-09,0.89
gcag,2022-09,0.7901
GISTEMP,2022-10,0.96
gcag,2022-10,0.9289
GISTEMP,2022-11,0.73
gcag,2022-11,0.6746
GISTEMP,2022-12,0.8
gcag,2022-12,0.7684
GISTEMP,2023-01,0.87
gcag,2023-01,0.7786
GISTEMP,2023-02,0.96
gcag,2023-02,0.8693
GISTEMP,2023-03,1.22
gcag,2023-03,1.1247
GISTEMP,2023-04,0.99
gcag,2023-04,0.9275
GISTEMP,2023-05,0.94
gcag,2023-05,0.8714
GISTEMP,2023-06,1.08
gcag,2023-06,1.0518
GISTEMP,2023-07,1.19
gcag,2023-07,1.15
GISTEMP,2023-08,1.19
gcag,2023-08,1.1993
GISTEMP,2023-09,1.48
gcag,2023-09,1.3522
GISTEMP,2023-10,1.34
gcag,2023-10,1.2866
GISTEMP,2023-11,1.42
gcag,2023-11,1.3338
GISTEMP,2023-12,1.35
gcag,2023-12,1.2586
gcag,2024-01,1.1516
gcag,2024-02,1.2902
gcag,2024-03,1.2515
gcag,2024-04,1.2053
gcag,2024-05,1.0745
gcag,2024-06,1.1154
gcag,2024-07,1.1398
